AccountNumber,NMI,Register,ReadConsumption,ReadUnit,ReadQuality,ReadDate,ReadTime
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,18:00:00
30208631,61028893219,"E1",0.47000,kWh,A,2025-03-18,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,18:30:00
30208631,61028893219,"E1",0.31000,kWh,A,2025-03-18,18:30:00
30208631,61028893219,"E1",0.38500,kWh,A,2025-03-18,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,19:30:00
30208631,61028893219,"E1",0.38100,kWh,A,2025-03-18,19:30:00
30208631,61028893219,"E1",0.33900,kWh,A,2025-03-18,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,20:00:00
30208631,61028893219,"E1",0.31600,kWh,A,2025-03-18,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,21:00:00
30208631,61028893219,"E1",0.30200,kWh,A,2025-03-18,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,21:30:00
30208631,61028893219,"E1",0.29900,kWh,A,2025-03-18,21:30:00
30208631,61028893219,"E1",0.25400,kWh,A,2025-03-18,22:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,22:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,22:30:00
30208631,61028893219,"E1",0.27900,kWh,A,2025-03-18,22:30:00
30208631,61028893219,"E1",0.23800,kWh,A,2025-03-18,23:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-18,23:00:00
30208631,61028893219,"E2",0.09800,kWh,A,2025-03-18,23:30:00
30208631,61028893219,"E1",0.15100,kWh,A,2025-03-18,23:30:00
30208631,61028893219,"E1",0.15400,kWh,A,2025-03-19,00:00:00
30208631,61028893219,"E2",1.79400,kWh,A,2025-03-19,00:00:00
30208631,61028893219,"E1",0.13900,kWh,A,2025-03-19,00:30:00
30208631,61028893219,"E2",1.80900,kWh,A,2025-03-19,00:30:00
30208631,61028893219,"E2",1.80600,kWh,A,2025-03-19,01:00:00
30208631,61028893219,"E1",0.13600,kWh,A,2025-03-19,01:00:00
30208631,61028893219,"E1",0.15100,kWh,A,2025-03-19,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,01:30:00
30208631,61028893219,"E1",0.13100,kWh,A,2025-03-19,02:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,02:00:00
30208631,61028893219,"E1",0.15300,kWh,A,2025-03-19,02:30:00
30208631,61028893219,"E2",0.69100,kWh,A,2025-03-19,02:30:00
30208631,61028893219,"E1",0.16600,kWh,A,2025-03-19,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,03:30:00
30208631,61028893219,"E1",0.13900,kWh,A,2025-03-19,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,04:00:00
30208631,61028893219,"E1",0.29200,kWh,A,2025-03-19,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,04:30:00
30208631,61028893219,"E1",0.62500,kWh,A,2025-03-19,04:30:00
30208631,61028893219,"E1",0.16600,kWh,A,2025-03-19,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,05:30:00
30208631,61028893219,"E1",0.51000,kWh,A,2025-03-19,05:30:00
30208631,61028893219,"E1",0.15000,kWh,A,2025-03-19,06:00:00
30208631,61028893219,"E2",0.52000,kWh,A,2025-03-19,06:00:00
30208631,61028893219,"E1",0.16000,kWh,A,2025-03-19,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,06:30:00
30208631,61028893219,"E1",0.15500,kWh,A,2025-03-19,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,07:00:00
30208631,61028893219,"E1",0.16300,kWh,A,2025-03-19,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,07:30:00
30208631,61028893219,"E1",0.15100,kWh,A,2025-03-19,08:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,08:00:00
30208631,61028893219,"E1",0.16600,kWh,A,2025-03-19,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,09:00:00
30208631,61028893219,"E1",0.24900,kWh,A,2025-03-19,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,09:30:00
30208631,61028893219,"E1",0.18400,kWh,A,2025-03-19,09:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,10:00:00
30208631,61028893219,"E1",0.25100,kWh,A,2025-03-19,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,10:30:00
30208631,61028893219,"E1",0.45600,kWh,A,2025-03-19,10:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,11:00:00
30208631,61028893219,"E1",0.34200,kWh,A,2025-03-19,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,11:30:00
30208631,61028893219,"E1",0.37800,kWh,A,2025-03-19,11:30:00
30208631,61028893219,"E1",0.76000,kWh,A,2025-03-19,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,12:30:00
30208631,61028893219,"E1",0.76200,kWh,A,2025-03-19,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,13:00:00
30208631,61028893219,"E1",0.80200,kWh,A,2025-03-19,13:00:00
30208631,61028893219,"E1",0.41500,kWh,A,2025-03-19,13:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,13:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,14:00:00
30208631,61028893219,"E1",0.31200,kWh,A,2025-03-19,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,14:30:00
30208631,61028893219,"E1",0.27200,kWh,A,2025-03-19,14:30:00
30208631,61028893219,"E1",0.30200,kWh,A,2025-03-19,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,15:00:00
30208631,61028893219,"E1",0.28600,kWh,A,2025-03-19,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,15:30:00
30208631,61028893219,"E1",0.26400,kWh,A,2025-03-19,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,16:30:00
30208631,61028893219,"E1",0.31600,kWh,A,2025-03-19,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,17:00:00
30208631,61028893219,"E1",0.21700,kWh,A,2025-03-19,17:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,17:30:00
30208631,61028893219,"E1",0.19900,kWh,A,2025-03-19,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,18:00:00
30208631,61028893219,"E1",0.25600,kWh,A,2025-03-19,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,18:30:00
30208631,61028893219,"E1",0.31400,kWh,A,2025-03-19,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,19:00:00
30208631,61028893219,"E1",0.31100,kWh,A,2025-03-19,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,19:30:00
30208631,61028893219,"E1",0.31100,kWh,A,2025-03-19,19:30:00
30208631,61028893219,"E1",0.29800,kWh,A,2025-03-19,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,20:00:00
30208631,61028893219,"E1",0.25100,kWh,A,2025-03-19,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,21:00:00
30208631,61028893219,"E1",0.25300,kWh,A,2025-03-19,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,21:30:00
30208631,61028893219,"E1",0.39900,kWh,A,2025-03-19,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,22:00:00
30208631,61028893219,"E1",0.54300,kWh,A,2025-03-19,22:00:00
30208631,61028893219,"E1",0.45800,kWh,A,2025-03-19,22:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,22:30:00
30208631,61028893219,"E1",0.29300,kWh,A,2025-03-19,23:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,23:00:00
30208631,61028893219,"E1",0.19900,kWh,A,2025-03-19,23:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-19,23:30:00
30208631,61028893219,"E1",0.18400,kWh,A,2025-03-20,00:00:00
30208631,61028893219,"E2",0.17600,kWh,A,2025-03-20,00:00:00
30208631,61028893219,"E1",0.15200,kWh,A,2025-03-20,00:30:00
30208631,61028893219,"E2",1.77200,kWh,A,2025-03-20,00:30:00
30208631,61028893219,"E1",0.15300,kWh,A,2025-03-20,01:00:00
30208631,61028893219,"E2",1.77500,kWh,A,2025-03-20,01:00:00
30208631,61028893219,"E1",0.16800,kWh,A,2025-03-20,01:30:00
30208631,61028893219,"E2",1.33000,kWh,A,2025-03-20,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,02:00:00
30208631,61028893219,"E1",0.15200,kWh,A,2025-03-20,02:00:00
30208631,61028893219,"E2",0.03400,kWh,A,2025-03-20,02:30:00
30208631,61028893219,"E1",0.13100,kWh,A,2025-03-20,02:30:00
30208631,61028893219,"E2",0.57500,kWh,A,2025-03-20,03:00:00
30208631,61028893219,"E1",0.18300,kWh,A,2025-03-20,03:00:00
30208631,61028893219,"E1",0.13200,kWh,A,2025-03-20,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,04:00:00
30208631,61028893219,"E1",0.16000,kWh,A,2025-03-20,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,04:30:00
30208631,61028893219,"E1",0.14900,kWh,A,2025-03-20,04:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,05:00:00
30208631,61028893219,"E1",0.14900,kWh,A,2025-03-20,05:00:00
30208631,61028893219,"E1",0.16500,kWh,A,2025-03-20,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,05:30:00
30208631,61028893219,"E1",0.14700,kWh,A,2025-03-20,06:00:00
30208631,61028893219,"E2",0.53500,kWh,A,2025-03-20,06:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,06:30:00
30208631,61028893219,"E1",0.12200,kWh,A,2025-03-20,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,07:00:00
30208631,61028893219,"E1",0.16600,kWh,A,2025-03-20,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,07:30:00
30208631,61028893219,"E1",0.15000,kWh,A,2025-03-20,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,08:00:00
30208631,61028893219,"E1",0.17300,kWh,A,2025-03-20,08:00:00
30208631,61028893219,"E1",0.17500,kWh,A,2025-03-20,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,08:30:00
30208631,61028893219,"E1",0.17300,kWh,A,2025-03-20,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,09:30:00
30208631,61028893219,"E1",0.14800,kWh,A,2025-03-20,09:30:00
30208631,61028893219,"E1",0.22600,kWh,A,2025-03-20,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,10:30:00
30208631,61028893219,"E1",0.25000,kWh,A,2025-03-20,10:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,11:00:00
30208631,61028893219,"E1",0.42500,kWh,A,2025-03-20,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,11:30:00
30208631,61028893219,"E1",0.70800,kWh,A,2025-03-20,11:30:00
30208631,61028893219,"E1",0.58300,kWh,A,2025-03-20,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,12:00:00
30208631,61028893219,"E1",0.71300,kWh,A,2025-03-20,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,13:00:00
30208631,61028893219,"E1",0.29100,kWh,A,2025-03-20,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,13:30:00
30208631,61028893219,"E1",0.25200,kWh,A,2025-03-20,13:30:00
30208631,61028893219,"E1",0.28600,kWh,A,2025-03-20,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,14:30:00
30208631,61028893219,"E1",0.25700,kWh,A,2025-03-20,14:30:00
30208631,61028893219,"E1",0.27100,kWh,A,2025-03-20,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,15:00:00
30208631,61028893219,"E1",0.22900,kWh,A,2025-03-20,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,15:30:00
30208631,61028893219,"E1",0.17400,kWh,A,2025-03-20,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,16:00:00
30208631,61028893219,"E1",0.19800,kWh,A,2025-03-20,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,16:30:00
30208631,61028893219,"E1",0.19900,kWh,A,2025-03-20,17:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,17:00:00
30208631,61028893219,"E1",0.18400,kWh,A,2025-03-20,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,18:00:00
30208631,61028893219,"E1",0.34000,kWh,A,2025-03-20,18:00:00
30208631,61028893219,"E1",0.29800,kWh,A,2025-03-20,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,19:00:00
30208631,61028893219,"E1",0.26700,kWh,A,2025-03-20,19:00:00
30208631,61028893219,"E1",0.29600,kWh,A,2025-03-20,19:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,19:30:00
30208631,61028893219,"E1",0.28000,kWh,A,2025-03-20,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,20:00:00
30208631,61028893219,"E1",0.27300,kWh,A,2025-03-20,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,21:00:00
30208631,61028893219,"E1",0.47200,kWh,A,2025-03-20,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,21:30:00
30208631,61028893219,"E1",0.45100,kWh,A,2025-03-20,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,22:00:00
30208631,61028893219,"E1",0.47300,kWh,A,2025-03-20,22:00:00
30208631,61028893219,"E1",0.45800,kWh,A,2025-03-20,22:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-20,22:30:00
30208631,61028893219,"E2",0.80100,kWh,A,2025-03-20,23:00:00
30208631,61028893219,"E1",0.36500,kWh,A,2025-03-20,23:00:00
30208631,61028893219,"E2",1.77200,kWh,A,2025-03-20,23:30:00
30208631,61028893219,"E1",0.26800,kWh,A,2025-03-20,23:30:00
30208631,61028893219,"E2",1.56000,kWh,A,2025-03-21,00:00:00
30208631,61028893219,"E1",0.16900,kWh,A,2025-03-21,00:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,00:30:00
30208631,61028893219,"E1",0.15900,kWh,A,2025-03-21,00:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,01:00:00
30208631,61028893219,"E1",0.17500,kWh,A,2025-03-21,01:00:00
30208631,61028893219,"E1",0.19600,kWh,A,2025-03-21,01:30:00
30208631,61028893219,"E2",0.64200,kWh,A,2025-03-21,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,02:00:00
30208631,61028893219,"E1",0.17100,kWh,A,2025-03-21,02:00:00
30208631,61028893219,"E1",0.18000,kWh,A,2025-03-21,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,03:00:00
30208631,61028893219,"E1",0.15800,kWh,A,2025-03-21,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,03:30:00
30208631,61028893219,"E1",0.16100,kWh,A,2025-03-21,03:30:00
30208631,61028893219,"E1",0.17500,kWh,A,2025-03-21,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,04:30:00
30208631,61028893219,"E1",0.14500,kWh,A,2025-03-21,04:30:00
30208631,61028893219,"E1",0.17000,kWh,A,2025-03-21,05:00:00
30208631,61028893219,"E2",0.51300,kWh,A,2025-03-21,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,05:30:00
30208631,61028893219,"E1",0.16100,kWh,A,2025-03-21,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,06:00:00
30208631,61028893219,"E1",0.15000,kWh,A,2025-03-21,06:00:00
30208631,61028893219,"E1",0.17100,kWh,A,2025-03-21,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,07:00:00
30208631,61028893219,"E1",0.15300,kWh,A,2025-03-21,07:00:00
30208631,61028893219,"E1",0.15900,kWh,A,2025-03-21,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,08:00:00
30208631,61028893219,"E1",0.16900,kWh,A,2025-03-21,08:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,08:30:00
30208631,61028893219,"E1",0.17600,kWh,A,2025-03-21,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,09:00:00
30208631,61028893219,"E1",0.20000,kWh,A,2025-03-21,09:00:00
30208631,61028893219,"E1",0.27100,kWh,A,2025-03-21,09:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,09:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,10:00:00
30208631,61028893219,"E1",0.43000,kWh,A,2025-03-21,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,10:30:00
30208631,61028893219,"E1",0.23600,kWh,A,2025-03-21,10:30:00
30208631,61028893219,"E1",0.32100,kWh,A,2025-03-21,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,11:00:00
30208631,61028893219,"E1",0.43400,kWh,A,2025-03-21,11:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,11:30:00
30208631,61028893219,"E1",0.33900,kWh,A,2025-03-21,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,12:30:00
30208631,61028893219,"E1",0.26700,kWh,A,2025-03-21,12:30:00
30208631,61028893219,"E1",0.33000,kWh,A,2025-03-21,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,13:30:00
30208631,61028893219,"E1",0.24100,kWh,A,2025-03-21,13:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,14:00:00
30208631,61028893219,"E1",0.28800,kWh,A,2025-03-21,14:00:00
30208631,61028893219,"E1",0.30400,kWh,A,2025-03-21,14:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,14:30:00
30208631,61028893219,"E1",0.26900,kWh,A,2025-03-21,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,15:00:00
30208631,61028893219,"E1",0.25500,kWh,A,2025-03-21,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,15:30:00
30208631,61028893219,"E1",0.24100,kWh,A,2025-03-21,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,16:00:00
30208631,61028893219,"E1",0.19900,kWh,A,2025-03-21,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,17:00:00
30208631,61028893219,"E1",0.30600,kWh,A,2025-03-21,17:00:00
30208631,61028893219,"E1",0.20700,kWh,A,2025-03-21,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,18:00:00
30208631,61028893219,"E1",0.20000,kWh,A,2025-03-21,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,18:30:00
30208631,61028893219,"E1",0.22500,kWh,A,2025-03-21,18:30:00
30208631,61028893219,"E1",0.19900,kWh,A,2025-03-21,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,19:00:00
30208631,61028893219,"E1",0.21000,kWh,A,2025-03-21,19:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,19:30:00
30208631,61028893219,"E1",0.22100,kWh,A,2025-03-21,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,20:30:00
30208631,61028893219,"E1",0.20000,kWh,A,2025-03-21,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,21:00:00
30208631,61028893219,"E1",0.22200,kWh,A,2025-03-21,21:00:00
30208631,61028893219,"E1",0.21300,kWh,A,2025-03-21,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,21:30:00
30208631,61028893219,"E1",0.20600,kWh,A,2025-03-21,22:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-03-21,22:00:00
30208631,61028893219,"E1",0.22300,kWh,A,2025-03-21,22:30:00
